,Company Name,Listed,HQ Country,GICS Sector,Accounting Year End,Reported Scope 1 tCO2e,Estimated Scope 1 tCO2e,Scope 1 source,Scope 1 quality flag,Reported market-based Scope 2 tCO2e,Note,Reported location-based Scope 2 tCO2e,Estimated location-based Scope 2 tCO2e,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity tCO2e/mmUSD,Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex.1,Regulationindex.1,Environmentindex.1,Socialindex.1,Governanceindex.1,ESGindex.1,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  tCO2e/mmUSD,Scope 1 tCO2e,Scope 2 tCO2e,Scope 1 and 2 tCO2e,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunication Services,Utilities
44,Healthscope,Yes,Australia,Health Care,28/06/2017,0.0,23000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,44000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,38.33,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000hso1,0.020899095,0.018295936000000002,0.022846777000000002,0.011059008,0.577192982,38.32930018,23000.0,44000.0,67000.0,0,0,0,0,1,0,0,0,0,0,0
45,Harvey Norman Holdings,Yes,Australia,Consumer Discretionary,28/06/2017,0.0,8500.0,Estimated: Gamma GLM,3.0,, NA ,0.0,30000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,3.0,,27.85,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000hvn7,0.017402736000000002,0.018213485,0.016854243999999997,0.017591658,0.310776942,27.85333951,8500.0,30000.0,38500.0,1,0,0,0,0,0,0,0,0,0,0
46,Insurance Australia Group,Yes,Australia,Financials,30/06/2016,9981.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,29112.0,0.0,Reported: CDP (Reviewed),7.0,Note: Market-based is not applicable.  Scope 2 emissions included GHG emissions from purchased electricity.,6.46,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000iag3,0.016027199,0.012357588000000001,0.014024446000000001,0.010873241,0.581954887,6.458674428999999,9981.0,29112.0,39093.0,0,0,0,1,0,0,0,0,0,0,0
47,Infigen Energy,Yes,Australia,Utilities,30/06/2016,402.0,0.0,Reported: CDP (Not Reviewed),,70,  ,2661.0,0.0,Reported: CDP (Not Reviewed),,,3.74,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000ifn8,0.031688376000000004,0.018123576000000002,0.025471816,0.026158483,0.093734336,3.739798748,402.0,2661.0,3063.0,0,0,0,0,0,0,0,0,0,0,1
48,Independence Group,Yes,Australia,Materials,30/06/2016,49621.0,0.0,Reported: CDP (Not Reviewed),,, NA ,15599.0,0.0,Reported: CDP (Not Reviewed),,,217.42,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000igo4,0.038918396,0.026594431,0.025030755,0.025770085,0.09874686699999999,217.42174219999998,49621.0,15599.0,65220.0,0,0,0,0,0,0,0,1,0,0,0
49,Iluka Resources,Yes,Australia,Materials,31/12/2016,0.0,310000.0,"Estimated: Coal Extraction, Gamma GLM",6.0,, NA ,0.0,120000.0,"Estimated: Gamma GLM, Coal Extraction",6.0,,746.89,Location-based,93,124,58,104,119,94,56,93,90,84,75,78,97,74,62,81,102,81,81,127,244,100,193,98,41,14,0,128,266,55,144,0.28,0.2,0.02,0.18,0.07,0.06,au000000ilu1,0.029744312999999998,0.01870997,0.021267027,0.026010269,0.095989975,746.8908497,310000.0,120000.0,430000.0,0,0,0,0,0,0,0,1,0,0,0
50,Investa Office Fund,Yes,Australia,Real Estate,31/03/2016,1291.9,0.0,Reported: CDP (Not Reviewed),,"1,952.00",  ,28204.91,0.0,Reported: CDP (Not Reviewed),,"Through the use of tri-generation power IOF was able to avoid over 2,700 tonnes of CO2 emissions during the reporting period. Across the three IOF sites tri-generated power accounted for different proportions of total base building electricity consumption (126 Phillip St: 27.19%, 133 Castlereagh St: 42.55% and 10-20 Bond St: 43.70%) depending on the heating, hot water and air-conditioning services as required by each asset. As mentioned during the previous response, this figure has been calculated with the assistance of 'cogent', the supplier of gas used during the tri-generation process.",21.47,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,21.46856386,1291.9,28204.91,29496.81,0,0,0,0,0,0,0,0,1,0,0
51,Incitec Pivot,Yes,Australia,Materials,30/09/2016,2349535.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,307727.0,0.0,Reported: DC (Reviewed),7.0,,1075.43,Location-based,149,44,76,99,79,96,123,84,100,95,89,94,90,127,65,106,136,106,76,142,79,127,54,86,36,70,0,243,120,103,140,0.27,0.1,0.07,0.09,0.07,0.04,au000000ipl1,0.025424971,0.014623501,0.01513273,0.018703742,0.268421053,1075.431425,2349535.0,307727.0,2657262.0,0,0,0,0,0,0,0,1,0,0,0
52,Lend Lease Group,Yes,Australia,Real Estate,28/06/2017,86745.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,530000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,49.1,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000llc3,0.018016538999999998,0.013158958,0.018910974,0.021170571000000003,0.19022556399999999,49.09799879,86745.0,530000.0,616745.0,0,0,0,0,0,0,0,0,1,0,0
53,Magellan Financial Group,Yes,Australia,Financials,31/12/2016,0.0,0.0,Reported: CDP (Not Reviewed),,, NA ,123.6,0.0,Reported: CDP (Not Reviewed),,"Magellan purchases electricity from the grid to run its offices. Scope 2 emissions are reported for the Sydney, Melbourne and New York offices.Electricity consumed in serviced offices (Australia: Brisbane, Adelaide, Perth; USA: Newport Beach, New York (to 30 April 2016); NZ: Auckland) is treated as Scope 3 as these offices are not under the operational control of Magellan.",0.48,Location-based,96,43,85,59,85,95,80,76,86,75,67,107,76,69,101,61,93,61,89,74,97,78,150,112,57,38,0,175,59,106,112,0.12,0.28,0.16,0.09,0.09,0.19,au000000mfg4,0.022143118,0.014510423,0.020511003,0.025184112999999998,0.109774436,0.48457286200000005,0.0,123.6,123.6,0,0,0,1,0,0,0,0,0,0,0
54,Mirvac Group,Yes,Australia,Real Estate,29/06/2017,6179.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,310000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,185.29,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000mgr9,0.01477629,0.01109614,0.012725415,0.011561566,0.561403509,185.29117019999998,6179.0,310000.0,316179.0,0,0,0,0,0,0,0,0,1,0,0
55,Mineral Resources,Yes,Australia,Materials,30/06/2016,101769.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1898.0,0.0,Reported: CDP (Reviewed),7.0,,120.83,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000min4,0.03086603,0.027829262999999996,0.03238394,0.022188582000000002,0.16566416,120.8282341,101769.0,1898.0,103667.0,0,0,0,0,0,0,0,1,0,0,0
56,Macquarie Group,Yes,Australia,Financials,31/03/2017,391.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,38147.0,0.0,Reported: CDP (Reviewed),7.0,Scope 2 emissions arising from the purchased electricity consumption.,3.59,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000mqg1,0.019727457,0.010771913000000001,0.014300927,0.011259795,0.569924812,3.589618462,391.0,38147.0,38538.0,0,0,0,1,0,0,0,0,0,0,0
57,National Australia Bank,Yes,Australia,Financials,30/06/2016,18373.0,0.0,Reported: CDP (Reviewed),7.0,"120,799.00",  ,131657.0,0.0,Reported: CDP (Reviewed),7.0,"In the UK, our operations bought government certified renewable electricity under the UK Renewable Energy Guarantee of Origin Scheme. In Australia, we purchased GreenPower Renewable Energy Certificates as an emissions reduction activity due to our tri-generation plant being offline for part of the year 2016 environmental reporting year. We have classed both these renewable energy purchases as zero emissions under a market-based instruments approach, and as such, reduced our total location-based Scope 2 emissions by 12,144 tCO2-e.",4.83,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000nab4,0.017167485,0.010706288000000001,0.010572266,0.011560756,0.561654135,4.834837286,18373.0,131657.0,150030.0,0,0,0,1,0,0,0,0,0,0,0
58,Newcrest Mining,Yes,Australia,Materials,30/06/2016,1381583.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,775393.0,0.0,Reported: CDP (Reviewed),7.0,,598.5,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000ncm7,0.030786599999999997,0.015740507,0.014968743999999999,0.018570652,0.273182957,598.4950054999999,1381583.0,775393.0,2156976.0,0,0,0,0,0,0,0,1,0,0,0
59,Orora,Yes,Australia,Materials,30/06/2016,351719.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,332460.0,0.0,Reported: CDP (Reviewed),7.0,"All Scope 2 Emissions come for purchased electricity. Local, regional or national default electricity emissions factors, as appropriate,  have been used to calculate Scope 2 emissions.",243.93,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000ora8,0.018076398,0.013723798999999998,0.01239085,0.015609173,0.39924812,243.93408369999997,351719.0,332460.0,684179.0,0,0,0,0,0,0,0,1,0,0,0
60,Origin Energy,Yes,Australia,Energy,30/06/2016,16984672.0,0.0,Reported: CDP (Reviewed),7.0,"1,270,254.00",  ,1271754.0,0.0,Reported: CDP (Reviewed),7.0,Scope 2 not available for non-operated facilities and overseas operations,2101.53,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000org5,0.031266255,0.015563065,0.018446386999999998,0.015741431,0.39473684200000003,2101.5283489999997,16984672.0,1271754.0,18256426.0,0,0,1,0,0,0,0,0,0,0,0
61,Oil Search,Yes,Australia,Energy,31/12/2016,936720.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,4739.0,0.0,Reported: CDP (Reviewed),7.0,"We are not reporting a Scope 2, market-based figure",761.75,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,pg0008579883,0.024527992000000002,0.013192744,0.01535671,0.017976665,0.295238095,761.7536876,936720.0,4739.0,941459.0,0,0,1,0,0,0,0,0,0,0,0
62,PanAust,Yes,Australia,Materials,31/12/2016,198232.0,0.0,Reported: CDP (Not Reviewed),,, NA ,53538.0,0.0,Reported: CDP (Not Reviewed),,,357.83,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000pna4,,,,,0.0,357.8313656,198232.0,53538.0,251770.0,0,0,0,0,0,0,0,1,0,0,0
64,Platinum Asset Management,Yes,Australia,Financials,30/06/2016,0.0,160.0,"Issue Raised, see comments (estimate shown for comparison): Gamma GLM",1.0,, NA ,316.7,0.0,Reported: CDP (Reviewed),7.0,,1.89,Location-based,93,152,18,48,177,90,135,102,86,74,128,87,97,66,87,156,98,156,73,62,26,0,171,109,33,21,0,96,114,27,66,0.19,0.02,0.08,0.24,0.17,0.24,au000000ptm6,0.022829112000000002,0.018136773999999998,0.023033291,0.019135355,0.25137844600000003,1.886128037,160.0,316.7,476.7,0,0,0,1,0,0,0,0,0,0,0
65,Qantas Airways,Yes,Australia,Industrials,28/06/2017,12070500.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,69000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,1002.64,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000qan2,0.021019816,0.015622826000000001,0.017992963,0.016473839,0.360651629,1002.6363650000001,12070500.0,69000.0,12139500.0,0,0,0,0,0,1,0,0,0,0,0
66,QBE Insurance Group,Yes,Australia,Financials,31/12/2016,8686.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,22324.0,0.0,Reported: CDP (Reviewed),7.0,,2.63,Location-based,102,222,100,102,78,76,118,116,101,107,96,84,128,117,120,100,106,100,72,120,71,101,144,107,44,79,46,0,0,73,30,0.06,0.12,0.25,0.14,0.27,0.07,au000000qbe9,0.021186614,0.015131938000000001,0.013779017,0.013580789,0.48270676700000004,2.625296309,8686.0,22324.0,31010.0,0,0,0,1,0,0,0,0,0,0,0
67,REA Group,Yes,Australia,Information Technology,29/06/2017,0.0,800.0,Estimated: Gamma GLM,5.0,, NA ,0.0,6800.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,15.02,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000rea9,0.01728673,0.013025988,0.016959934,0.017750533,0.305513784,15.01649839,800.0,6800.0,7600.0,0,0,0,0,0,0,1,0,0,0,0
68,Ramsay Health Care,Yes,Australia,Health Care,28/06/2017,23330.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,23.36,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000rhc8,0.016212279,0.012848173999999999,0.015475321,0.012524448999999998,0.526315789,23.3586272,23330.0,130000.0,153330.0,0,0,0,0,1,0,0,0,0,0,0
69,South32,Yes,Australia,Materials,30/06/2016,11200056.0,0.0,Reported: CDP (Reviewed),7.0,"12,293,416.00",  ,20507197.0,0.0,Reported: CDP (Reviewed),7.0,,4042.24,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000s320,0.032861573,0.020841066000000002,0.022188298,0.017466564,0.317293233,4042.235375,11200056.0,20507197.0,31707253.0,0,0,0,0,0,0,0,1,0,0,0
70,Saracen Mineral Holdings,Yes,Australia,Materials,30/06/2016,126806.0,0.0,Reported: CDP (Not Reviewed),,, NA ,62.0,0.0,Reported: CDP (Not Reviewed),,From NGER submission FY2016,629.77,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,629.7741375,126806.0,62.0,126868.0,0,0,0,0,0,0,0,1,0,0,0
71,Scentre Group,Yes,Australia,Real Estate,31/12/2016,19431.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,283594.0,0.0,Reported: CDP (Reviewed),7.0,,161.58,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000scg8,0.014429498999999998,0.012208819,0.012168865,0.013908739,0.46917293200000004,161.575417,19431.0,283594.0,303025.0,0,0,0,0,0,0,0,0,1,0,0
72,SEEK,Yes,Australia,Industrials,28/06/2017,0.0,1200.0,Estimated: Gamma GLM,5.0,, NA ,0.0,10000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,14.33,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sek6,0.017462761,0.011319003999999999,0.016638008,0.019593441,0.236340852,14.33178072,1200.0,10000.0,11200.0,0,0,0,0,0,1,0,0,0,0,0
73,Sandfire Resources NL,Yes,Australia,Materials,30/06/2016,86495.0,0.0,Reported: CDP (Not Reviewed),,, NA ,154.0,0.0,Reported: CDP (Not Reviewed),,,244.62,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sfr8,0.028800226,0.019737364,0.024935681,0.028208676000000002,0.071177945,244.61916319999997,86495.0,154.0,86649.0,0,0,0,0,0,0,0,1,0,0,0
74,Sims Metal Management,Yes,Australia,Materials,30/06/2016,187634.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,105393.0,0.0,Reported: CDP (Reviewed),7.0,,86.3,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sgm7,0.028273545,0.02286647,0.023501042000000003,0.033688987000000004,0.035839599,86.29913886,187634.0,105393.0,293027.0,0,0,0,0,0,0,0,1,0,0,0
75,Stockland,Yes,Australia,Real Estate,30/06/2016,35036.0,0.0,Reported: CDP (Reviewed),7.0,"89,881.00",  ,90259.0,0.0,Reported: CDP (Reviewed),7.0,"We have been accounting for our GHG emissions in line with the market-based approach prior to the new distinction between location- and market-based approaches. Our carbon strategy does not involve procuring RECs to offset emissions, but rather building low carbon operations into the assets. For example, we report the Scope 2 GHG emissions for the Piccadilly Centre based on emissions factors specific to the natural gas trigeneration plant operated by a third party under a power purchasing agreement. While the PPA operator has no formal certificates available for the trigeneration plant, we calculate an emissions factor specific to this plant in line with the NGER Act. Thus our location-based Scope 2 emissions are different to what is reported in our annual report.",73.65,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sgp0,0.014309408999999999,0.01049085,0.012577294,0.012792119,0.513533835,73.65128592,35036.0,90259.0,125295.0,0,0,0,0,0,0,0,0,1,0,0
76,Sonic Healthcare,Yes,Australia,Health Care,29/06/2017,8386.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,85000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,24.34,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000shl7,0.016825723,0.010418426,0.011581913000000001,0.011216831000000002,0.571428571,24.33663595,8386.0,85000.0,93386.0,0,0,0,0,1,0,0,0,0,0,0
77,Spark Infrastructure Group,Yes,Australia,Utilities,30/06/2016,18927.1,0.0,Reported: CDP (Not Reviewed),,, NA ,1042178.77,0.0,Reported: CDP (Not Reviewed),,,12926.13,Location-based,86,64,93,107,92,91,111,128,67,87,69,95,100,102,104,100,92,100,83,111,227,88,25,106,424,20,0,618,44,986,619,0.11,0.12,0.19,0.0,0.0,0.08,,,,,,0.0,12926.128270000001,18927.1,1042178.77,1061105.87,0,0,0,0,0,0,0,0,0,0,1
78,Santos,Yes,Australia,Energy,31/12/2016,5040000.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,470000.0,Estimated: Oil & Gas Extraction,6.0,,2124.13,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sto6,0.038376148,0.020008707,0.022078544,0.019043957,0.254636591,2124.132614,5040000.0,470000.0,5510000.0,0,0,1,0,0,0,0,0,0,0,0
79,Super Retail Group,Yes,Australia,Consumer Discretionary,30/06/2016,785.0,0.0,Reported: CDP (Not Reviewed),,, NA ,82836.0,0.0,Reported: CDP (Not Reviewed),,,47.4,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sul0,0.021005956,0.01701765,0.023700276,0.020496363,0.20776942399999998,47.39855233,785.0,82836.0,83621.0,1,0,0,0,0,0,0,0,0,0,0
80,Suncorp Group,Yes,Australia,Financials,30/06/2016,5228.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,28199.0,0.0,Reported: CDP (Reviewed),7.0,,3.63,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000sun6,0.015311848999999999,0.01122456,0.011226066000000002,0.014060438,0.46365914799999997,3.628148187,5228.0,28199.0,33427.0,0,0,0,1,0,0,0,0,0,0,0
81,Sydney Airport,Yes,Australia,Industrials,31/12/2016,5746.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,92000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,96.27,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000syd9,0.015830627,0.011786038,0.012816936999999999,0.010716006,0.586466165,96.27491905,5746.0,92000.0,97746.0,0,0,0,0,0,1,0,0,0,0,0
82,Transurban Group,Yes,Australia,Industrials,29/06/2017,2020.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,31000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,16.03,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000tcl6,0.013492616,0.011533812,0.010719036000000001,0.008125028000000001,0.660150376,16.02889277,2020.0,31000.0,33020.0,0,0,0,0,0,1,0,0,0,0,0
83,Telstra Corporation,Yes,Australia,Telecommunication Services,30/06/2016,50643.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1303167.0,0.0,Reported: CDP (Reviewed),7.0,"Regarding market-based scope 2 emissions, Telstra does not have any low emissions contractual instruments or specific supplier emission factor data in place or available in the reporting period. In FY16, Telstra requested our electricity retailers to provide generator-specific and average scope 2 emission factors however data has not been provided. Electricity retailers in Australia are not required to release this information.",63.39,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000tls2,0.013357253000000001,0.014871027,0.015839803,0.015873589,0.39147869700000004,63.38821507,50643.0,1303167.0,1353810.0,0,0,0,0,0,0,0,0,0,1,0
84,Toll Holdings,Yes,Australia,Industrials,30/06/2016,504195.0,0.0,Reported: CDP (Not Reviewed),,, NA ,73578.0,0.0,Reported: CDP (Not Reviewed),,,136.37,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,136.3720074,504195.0,73578.0,577773.0,0,0,0,0,0,1,0,0,0,0,0
85,TPG Telecom,Yes,Australia,Telecommunication Services,30/07/2016,0.0,15000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,180000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,111.96,Location-based,69,89,102,61,46,117,56,62,65,75,84,69,136,83,74,101,88,101,65,104,260,81,103,81,46,286,0,77,0,88,62,0.24,0.11,0.25,0.11,0.18,0.1,au000000tpm6,0.023223241000000002,0.019452083999999998,0.028176651,0.015660607,0.39824561399999997,111.96022250000001,15000.0,180000.0,195000.0,0,0,0,0,0,0,0,0,0,1,0
86,Tronox,Yes,Australia,Materials,31/12/2016,0.0,1400000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,310000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,817.01,Location-based,75,22,74,77,125,100,139,126,91,124,97,112,116,80,122,116,99,116,101,90,217,39,34,96,199,22,0,76,90,322,182,0.05,0.07,0.11,0.01,0.05,0.13,au000xineoa7,0.055633315999999995,0.038982012999999996,0.033948706,0.035967116,0.029072682000000002,817.0090779,1400000.0,310000.0,1710000.0,0,0,0,0,0,0,0,1,0,0,0
87,Treasury Wine Estates,Yes,Australia,Consumer Staples,28/06/2017,0.0,78000.0,Estimated: Gamma GLM,3.0,, NA ,0.0,44000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,63.84,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,au000000twe9,0.022125653999999998,0.01491123,0.020542173,0.021543836,0.18220551399999999,63.84493008,78000.0,44000.0,122000.0,0,1,0,0,0,0,0,0,0,0,0
88,Vicinity Centres,Yes,Australia,Real Estate,31/12/2016,6485.0,0.0,Reported: CDP (Not Reviewed),,, NA ,203294.0,0.0,Reported: CDP (Not Reviewed),,,213.66,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0.0,213.6612244,6485.0,203294.0,209779.0,0,0,0,0,0,0,0,0,1,0,0
